Sujeto,Propiedad
1226,pera
1226,melocotón
1226,mandarina
1226,pomelo
1226,arroz
1226,huevo
1226,patata
1226,ensalada
1226,tomate
1226,lechuga
1226,maíz
1226,atún
1226,merluza
1226,salmón
1226,espinacas
1226,acelgas
1226,brócoli
1226,judías verdes
1226,judías
1226,garbanzo
1226,lentejas
1234,manzana
1234,pera
1234,plátano
1234,mango
1234,mandarina
1234,kiwi
1234,naranja
1234,clementina
1234,espaguetis
1234,macarrones
1234,sopa
1234,melón
1234,jamón
1234,chorizo
1234,salchichón
1234,queso
1234,pasta
1234,verdura
1234,judías
1234,lentejas
1237,pizza
1237,hamburguesa
1237,ensalada
1237,macarrones
1237,queso
1237,jamón
1237,lechuga
1237,tomate
1237,cebolla
1237,atún
1237,dorada
1237,pollo
1237,patata
1237,puré
1237,albóndiga
1237,lomo
1237,solomillo
1237,pimiento
1237,arroz
1237,calamar
1237,boquerón
1240,sopa
1240,fideos
1240,espaguetis
1240,san Jacobo
1240,canelones
1240,puré
1240,salchicha
1240,merluza
1240,patata
1240,calamar
1240,empanada
1240,sándwich
1240,jamón york
1240,Chóped
1240,jamón serrano
1267,sopa
1267,ternera
1267,yogurt
1267,paella
1267,pisto
1267,puré
1267,pescado
1267,pollo
1267,carne de caballo
1267,queso
1267,salchichón
1267,caldo
1267,verdura
1267,fruta
1278,plátano
1278,espaguetis
1278,pizza
1278,hamburguesa
1278,manzana
1278,naranja
1278,macarrones
1278,fideuá
1278,arroz
1278,espárragos
1278,tortilla
1278,lasaña
1278,langostino
1278,gamba
1278,cangrejo
